ReviewComment,UserRating,ReviewDate,Status,UserId,IsSpoiler,LikeCount,MovieId,SentimentScore
Hikâye güçlü ama tempo sorunluydu.,3,2022-07-04,1,57edbe17-0129-436c-9f07-ffc4ffb14f49,0,0,80,
Finali etkileyiciydi.,2,2025-09-13,1,2907842f-fe98-490b-a795-b79b3389f4a8,0,0,33,
Müzikleri filme ayrı bir hava katmış.,1,2022-02-08,1,d2244dd0-a9f9-400f-8f32-0a6572c01fa3,0,0,72,
Bazı sahneler gereksiz uzatılmıştı.,2,2025-05-12,1,6304650a-859b-4bd5-98bb-85af18662493,0,0,32,
Görsel olarak çok başarılıydı.,1,2024-03-02,1,0ec15511-aaba-45e4-a5bf-a2b5107ed792,0,0,60,
Beklentimin biraz altında kaldı.,3,2024-12-02,1,113f100c-7966-4457-8d9a-75fc4ba9d52d,1,0,18,
Tekrar izlenebilecek bir yapım.,2,2025-09-24,1,64fd714b-58e2-4182-8a90-389b489bff33,1,0,65,
Oyunculuklar ve atmosfer çok iyiydi.,1,2023-06-15,1,4f4320cc-75f7-4204-9251-81cfc51d4cdd,0,0,52,
Tekrar izlenebilecek bir yapım.,4,2024-08-19,1,8c7e05c2-ce8c-4295-9032-5e595d65e785,0,0,18,
Oyunculuklar ve atmosfer çok iyiydi.,3,2025-11-06,1,4ff3fd2e-14f6-407b-95a0-426731fed076,1,0,78,
Görsel olarak çok başarılıydı.,3,2022-07-20,1,6103c325-17e3-4ae5-b7c8-852e29831f66,0,0,44,
Finali etkileyiciydi.,4,2023-04-20,1,e773f0d7-8993-4d86-8ea7-bebae41fb02a,0,0,58,
Bazı sahneler gereksiz uzatılmıştı.,3,2022-11-30,1,cd53977d-e714-4f24-bf72-c010a6574641,1,0,96,
Film genel olarak başarılıydı.,1,2024-09-16,1,cd53977d-e714-4f24-bf72-c010a6574641,0,0,82,
Görsel olarak çok başarılıydı.,3,2025-02-11,1,99ac3066-6d2a-448f-bba2-d6e1a30f1e64,1,0,95,
Oyunculuklar ve atmosfer çok iyiydi.,5,2022-03-17,1,2907842f-fe98-490b-a795-b79b3389f4a8,0,0,71,
Tekrar izlenebilecek bir yapım.,4,2024-12-12,1,6c2cc627-f718-4549-8667-295bf667bf1f,0,0,93,
Beklentimin biraz altında kaldı.,2,2024-12-10,1,7e17a979-6c8e-4f65-90af-0d9f3cbe9b12,0,0,18,
Müzikleri filme ayrı bir hava katmış.,1,2022-01-05,1,b0527843-1fcf-44e8-821b-db95484e60dc,0,0,51,
Bazı sahneler gereksiz uzatılmıştı.,5,2024-10-01,1,3edb6aa3-5c30-4473-b862-b341265392ef,0,0,45,
Beklentimin biraz altında kaldı.,5,2024-06-12,1,4f4320cc-75f7-4204-9251-81cfc51d4cdd,0,0,3,
Müzikleri filme ayrı bir hava katmış.,3,2023-05-31,1,5231e3af-b058-4762-a50c-49ae4a9d746a,0,0,53,
Tekrar izlenebilecek bir yapım.,2,2023-12-18,1,b0527843-1fcf-44e8-821b-db95484e60dc,0,0,5,
Görsel olarak çok başarılıydı.,3,2024-06-11,1,91ccf092-b2bc-4a2c-92de-fb3fc020d46c,0,0,67,
Beklentimin biraz altında kaldı.,2,2022-01-28,1,f7884020-21d0-4cd1-b2c9-9cf542d82201,0,0,77,
Beklentimin biraz altında kaldı.,2,2023-06-16,1,2836f9aa-ed96-43d5-8eb8-2cb4189bcd9e,0,0,98,
Film genel olarak başarılıydı.,4,2023-09-29,1,4904099d-15f4-45ab-a94b-7ddaac3d0ba6,0,0,1,
Finali etkileyiciydi.,3,2025-06-13,1,5231e3af-b058-4762-a50c-49ae4a9d746a,1,0,3,
Beklentimin biraz altında kaldı.,5,2022-01-22,1,8818ee82-8a70-48e1-9802-79330044cd03,0,0,72,
Oyunculuklar ve atmosfer çok iyiydi.,5,2025-11-16,1,7031a57f-88b0-4c75-a76b-bf7b9ff262f7,0,0,97,
Finali etkileyiciydi.,2,2025-09-06,1,9c564df6-1ac5-4d11-bf20-2ecdbc4a7550,0,0,61,
Görsel olarak çok başarılıydı.,3,2023-06-03,1,6103c325-17e3-4ae5-b7c8-852e29831f66,0,0,3,
Müzikleri filme ayrı bir hava katmış.,1,2022-08-31,1,11c9aa42-b714-4387-9450-8d08a2317abd,0,0,55,
Müzikleri filme ayrı bir hava katmış.,1,2022-09-30,1,609ec58e-f1bb-42f8-b2e8-1f25d14d5466,0,0,3,
Hikâye güçlü ama tempo sorunluydu.,3,2022-06-08,1,fb5a4b1a-b7f1-4cbd-89c5-9f4e7b63f3be,0,0,63,
Finali etkileyiciydi.,5,2023-03-25,1,0ec15511-aaba-45e4-a5bf-a2b5107ed792,1,0,70,
Film genel olarak başarılıydı.,5,2022-10-28,1,3edb6aa3-5c30-4473-b862-b341265392ef,1,0,5,
Müzikleri filme ayrı bir hava katmış.,5,2025-08-04,1,66e3688d-0f76-48e8-9388-9bb239237bb9,0,0,99,
Beklentimin biraz altında kaldı.,3,2024-06-17,1,94b4eae5-1c9c-40af-9838-af795ab50c8a,0,0,43,
Bazı sahneler gereksiz uzatılmıştı.,3,2024-04-17,1,c776bb05-f634-4f37-8eef-b5fa56e875db,0,0,68,
Oyunculuklar ve atmosfer çok iyiydi.,1,2025-03-04,1,0ec15511-aaba-45e4-a5bf-a2b5107ed792,1,0,30,
Senaryo daha iyi olabilirdi.,3,2023-08-21,1,ead240b3-a10f-4dcf-84ab-931ca8a2a8bb,0,0,43,
Beklentimin biraz altında kaldı.,1,2022-09-27,1,d2244dd0-a9f9-400f-8f32-0a6572c01fa3,0,0,88,
Müzikleri filme ayrı bir hava katmış.,4,2024-04-18,1,94b4eae5-1c9c-40af-9838-af795ab50c8a,0,0,4,
Beklentimin biraz altında kaldı.,3,2024-12-17,1,209635a5-98ef-45de-becf-d898db9fe4f8,0,0,26,
Bazı sahneler gereksiz uzatılmıştı.,2,2025-11-27,1,5b38298f-6a39-4326-8464-1f855d70d6f7,1,0,12,
Film genel olarak başarılıydı.,2,2024-12-28,1,d2244dd0-a9f9-400f-8f32-0a6572c01fa3,0,0,60,
Bazı sahneler gereksiz uzatılmıştı.,1,2024-08-07,1,d99b45e0-52b4-4684-9d0f-a0ec863756b6,0,0,79,
Müzikleri filme ayrı bir hava katmış.,5,2023-08-14,1,7031a57f-88b0-4c75-a76b-bf7b9ff262f7,0,0,13,
Bazı sahneler gereksiz uzatılmıştı.,5,2025-03-17,1,01214202-a38b-4d17-b7cf-13ab7ebe9500,0,0,41,
Finali etkileyiciydi.,4,2024-05-28,1,d99b45e0-52b4-4684-9d0f-a0ec863756b6,1,0,79,
Müzikleri filme ayrı bir hava katmış.,3,2025-04-13,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,0,0,38,
Müzikleri filme ayrı bir hava katmış.,5,2024-07-21,1,808024ce-68dd-4b74-a050-db6e0165b86c,0,0,97,
Görsel olarak çok başarılıydı.,4,2024-03-22,1,45af54d1-4563-47c6-a13b-9e0d5c9b0bcf,0,0,44,
Müzikleri filme ayrı bir hava katmış.,2,2022-06-07,1,8818ee82-8a70-48e1-9802-79330044cd03,0,0,34,
Bazı sahneler gereksiz uzatılmıştı.,2,2025-04-25,1,9126fda7-5958-4835-abf9-0054ca0074a6,0,0,91,
Müzikleri filme ayrı bir hava katmış.,3,2023-04-07,1,3edb6aa3-5c30-4473-b862-b341265392ef,0,0,52,
Film genel olarak başarılıydı.,5,2025-10-02,1,91ccf092-b2bc-4a2c-92de-fb3fc020d46c,0,0,16,
Görsel olarak çok başarılıydı.,5,2022-02-14,1,609ec58e-f1bb-42f8-b2e8-1f25d14d5466,0,0,13,
Oyunculuklar ve atmosfer çok iyiydi.,4,2025-04-15,1,808024ce-68dd-4b74-a050-db6e0165b86c,0,0,1,
Oyunculuklar ve atmosfer çok iyiydi.,3,2025-03-18,1,e773f0d7-8993-4d86-8ea7-bebae41fb02a,0,0,44,
Hikâye güçlü ama tempo sorunluydu.,2,2025-12-20,1,a52c0db8-7836-4b1f-a550-d32432150c94,0,0,26,
Beklentimin biraz altında kaldı.,1,2023-02-19,1,aa25819e-4451-4e02-8a60-7acf267c7522,0,0,88,
Finali etkileyiciydi.,1,2023-05-03,1,8818ee82-8a70-48e1-9802-79330044cd03,0,0,65,
Oyunculuklar ve atmosfer çok iyiydi.,4,2022-08-10,1,8c7e05c2-ce8c-4295-9032-5e595d65e785,0,0,40,
Hikâye güçlü ama tempo sorunluydu.,1,2024-11-09,1,3cbd50b8-c4a3-4a78-a8b0-185b20e5c1db,0,0,37,
Film genel olarak başarılıydı.,1,2022-08-24,1,2836f9aa-ed96-43d5-8eb8-2cb4189bcd9e,1,0,13,
Beklentimin biraz altında kaldı.,3,2023-12-26,1,e3062dde-337e-4594-806a-887166545641,0,0,67,
Film genel olarak başarılıydı.,4,2024-12-02,1,cd53977d-e714-4f24-bf72-c010a6574641,0,0,89,
Görsel olarak çok başarılıydı.,3,2024-02-20,1,57edbe17-0129-436c-9f07-ffc4ffb14f49,0,0,45,
Bazı sahneler gereksiz uzatılmıştı.,1,2023-08-03,1,29ef5462-52ed-45ad-af48-9292b19a1adc,0,0,29,
Bazı sahneler gereksiz uzatılmıştı.,3,2025-12-27,1,cd53977d-e714-4f24-bf72-c010a6574641,0,0,17,
Finali etkileyiciydi.,1,2023-05-26,1,99ac3066-6d2a-448f-bba2-d6e1a30f1e64,1,0,20,
Tekrar izlenebilecek bir yapım.,5,2024-04-29,1,8818ee82-8a70-48e1-9802-79330044cd03,0,0,85,
Senaryo daha iyi olabilirdi.,4,2022-06-26,1,91ccf092-b2bc-4a2c-92de-fb3fc020d46c,0,0,99,
Bazı sahneler gereksiz uzatılmıştı.,1,2025-01-07,1,8c7e05c2-ce8c-4295-9032-5e595d65e785,0,0,45,
Tekrar izlenebilecek bir yapım.,4,2023-07-03,1,99ac3066-6d2a-448f-bba2-d6e1a30f1e64,0,0,73,
Bazı sahneler gereksiz uzatılmıştı.,5,2022-05-14,1,2836f9aa-ed96-43d5-8eb8-2cb4189bcd9e,0,0,12,
Hikâye güçlü ama tempo sorunluydu.,5,2025-05-03,1,8818ee82-8a70-48e1-9802-79330044cd03,1,0,86,
Senaryo daha iyi olabilirdi.,2,2025-04-09,1,2d70339b-cbc3-4a8e-9f23-75e76e19dea3,0,0,83,
Görsel olarak çok başarılıydı.,5,2025-10-08,1,5b38298f-6a39-4326-8464-1f855d70d6f7,1,0,8,
Finali etkileyiciydi.,2,2024-02-25,1,9e0faad5-9e09-4bb4-a9a6-3964b85d8f19,0,0,22,
Müzikleri filme ayrı bir hava katmış.,4,2022-01-10,1,66e3688d-0f76-48e8-9388-9bb239237bb9,0,0,1,
Beklentimin biraz altında kaldı.,4,2023-09-14,1,0ec15511-aaba-45e4-a5bf-a2b5107ed792,0,0,68,
Tekrar izlenebilecek bir yapım.,4,2022-12-21,1,3cbd50b8-c4a3-4a78-a8b0-185b20e5c1db,1,0,36,
Beklentimin biraz altında kaldı.,4,2023-09-16,1,6c2cc627-f718-4549-8667-295bf667bf1f,0,0,77,
Senaryo daha iyi olabilirdi.,2,2022-10-31,1,11c9aa42-b714-4387-9450-8d08a2317abd,0,0,66,
Hikâye güçlü ama tempo sorunluydu.,5,2025-03-31,1,3cbd50b8-c4a3-4a78-a8b0-185b20e5c1db,1,0,21,
Oyunculuklar ve atmosfer çok iyiydi.,3,2022-07-31,1,ede397c1-f2c3-4b47-ba3e-04980ed5662d,0,0,50,
Beklentimin biraz altında kaldı.,2,2025-03-24,1,c13579dc-1718-4f0b-82f8-761172644bdf,0,0,6,
Film genel olarak başarılıydı.,5,2025-10-18,1,67f60c3d-e565-4b08-8326-9c9f5a715c07,0,0,55,
Görsel olarak çok başarılıydı.,2,2024-05-25,1,ede397c1-f2c3-4b47-ba3e-04980ed5662d,0,0,55,
Müzikleri filme ayrı bir hava katmış.,3,2023-04-10,1,113f100c-7966-4457-8d9a-75fc4ba9d52d,0,0,23,
Finali etkileyiciydi.,1,2023-07-12,1,99ac3066-6d2a-448f-bba2-d6e1a30f1e64,0,0,44,
Oyunculuklar ve atmosfer çok iyiydi.,1,2023-05-24,1,9126fda7-5958-4835-abf9-0054ca0074a6,0,0,61,
Beklentimin biraz altında kaldı.,4,2025-06-13,1,fb5a4b1a-b7f1-4cbd-89c5-9f4e7b63f3be,0,0,35,
Bazı sahneler gereksiz uzatılmıştı.,2,2023-04-04,1,d4b6df43-6e05-42e6-95d7-afea495d110b,0,0,87,
Bazı sahneler gereksiz uzatılmıştı.,1,2025-10-01,1,ed67bb21-2df5-4360-8399-28e257eae664,0,0,79,
Görsel olarak çok başarılıydı.,4,2025-01-09,1,0ec15511-aaba-45e4-a5bf-a2b5107ed792,0,0,60,
Hikâye güçlü ama tempo sorunluydu.,3,2024-04-24,1,551afc42-02ff-4e48-b76f-468c3da232b4,0,0,89,
Tekrar izlenebilecek bir yapım.,1,2023-10-02,1,f7884020-21d0-4cd1-b2c9-9cf542d82201,1,0,34,
Finali etkileyiciydi.,1,2022-12-15,1,66e3688d-0f76-48e8-9388-9bb239237bb9,0,0,8,
Beklentimin biraz altında kaldı.,4,2023-08-01,1,9c564df6-1ac5-4d11-bf20-2ecdbc4a7550,0,0,8,
Oyunculuklar ve atmosfer çok iyiydi.,3,2024-08-03,1,cbeca4ca-d496-41f3-9c25-17d882fa0952,0,0,74,
Müzikleri filme ayrı bir hava katmış.,1,2022-12-09,1,b0527843-1fcf-44e8-821b-db95484e60dc,0,0,59,
Görsel olarak çok başarılıydı.,5,2024-10-14,1,cbeca4ca-d496-41f3-9c25-17d882fa0952,0,0,17,
Bazı sahneler gereksiz uzatılmıştı.,3,2024-01-24,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,0,0,51,
Tekrar izlenebilecek bir yapım.,4,2024-10-22,1,2907842f-fe98-490b-a795-b79b3389f4a8,0,0,12,
Film genel olarak başarılıydı.,5,2023-07-02,1,01214202-a38b-4d17-b7cf-13ab7ebe9500,0,0,9,
Film genel olarak başarılıydı.,3,2025-04-08,1,91ccf092-b2bc-4a2c-92de-fb3fc020d46c,0,0,54,
Müzikleri filme ayrı bir hava katmış.,1,2022-01-21,1,d99b45e0-52b4-4684-9d0f-a0ec863756b6,0,0,94,
Görsel olarak çok başarılıydı.,4,2024-07-31,1,4f4320cc-75f7-4204-9251-81cfc51d4cdd,0,0,58,
Görsel olarak çok başarılıydı.,3,2023-12-06,1,ed67bb21-2df5-4360-8399-28e257eae664,0,0,81,
Hikâye güçlü ama tempo sorunluydu.,2,2022-02-09,1,b4d5eb82-7594-46b6-9ee8-b53134d21583,0,0,87,
Tekrar izlenebilecek bir yapım.,4,2022-09-05,1,45af54d1-4563-47c6-a13b-9e0d5c9b0bcf,0,0,38,
Hikâye güçlü ama tempo sorunluydu.,3,2022-08-06,1,94b4eae5-1c9c-40af-9838-af795ab50c8a,0,0,7,
Finali etkileyiciydi.,1,2022-04-03,1,7e17a979-6c8e-4f65-90af-0d9f3cbe9b12,0,0,84,
Senaryo daha iyi olabilirdi.,3,2022-12-22,1,b0527843-1fcf-44e8-821b-db95484e60dc,0,0,84,
Finali etkileyiciydi.,4,2022-06-03,1,57edbe17-0129-436c-9f07-ffc4ffb14f49,0,0,37,
Görsel olarak çok başarılıydı.,4,2023-03-06,1,01214202-a38b-4d17-b7cf-13ab7ebe9500,0,0,96,
Görsel olarak çok başarılıydı.,4,2022-10-18,1,3cbd50b8-c4a3-4a78-a8b0-185b20e5c1db,0,0,44,
Hikâye güçlü ama tempo sorunluydu.,3,2023-04-14,1,d99b45e0-52b4-4684-9d0f-a0ec863756b6,0,0,62,
Beklentimin biraz altında kaldı.,4,2024-05-23,1,8c7e05c2-ce8c-4295-9032-5e595d65e785,0,0,58,
Senaryo daha iyi olabilirdi.,3,2022-07-02,1,6c2cc627-f718-4549-8667-295bf667bf1f,1,0,18,
Bazı sahneler gereksiz uzatılmıştı.,5,2024-07-18,1,b4d5eb82-7594-46b6-9ee8-b53134d21583,0,0,89,
Tekrar izlenebilecek bir yapım.,4,2025-11-13,1,e773f0d7-8993-4d86-8ea7-bebae41fb02a,0,0,26,
Senaryo daha iyi olabilirdi.,4,2022-05-05,1,29ef5462-52ed-45ad-af48-9292b19a1adc,0,0,72,
Tekrar izlenebilecek bir yapım.,5,2025-05-21,1,99ac3066-6d2a-448f-bba2-d6e1a30f1e64,0,0,91,
Hikâye güçlü ama tempo sorunluydu.,1,2022-06-02,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,0,0,7,
Görsel olarak çok başarılıydı.,3,2024-07-12,1,a52c0db8-7836-4b1f-a550-d32432150c94,0,0,79,
Müzikleri filme ayrı bir hava katmış.,5,2025-03-24,1,11c9aa42-b714-4387-9450-8d08a2317abd,0,0,16,
Beklentimin biraz altında kaldı.,2,2024-05-30,1,2836f9aa-ed96-43d5-8eb8-2cb4189bcd9e,1,0,80,
Oyunculuklar ve atmosfer çok iyiydi.,5,2024-10-08,1,ead240b3-a10f-4dcf-84ab-931ca8a2a8bb,0,0,52,
Hikâye güçlü ama tempo sorunluydu.,3,2023-10-01,1,45af54d1-4563-47c6-a13b-9e0d5c9b0bcf,0,0,8,
Hikâye güçlü ama tempo sorunluydu.,5,2024-03-31,1,f7884020-21d0-4cd1-b2c9-9cf542d82201,0,0,30,
Tekrar izlenebilecek bir yapım.,2,2024-08-22,1,ead240b3-a10f-4dcf-84ab-931ca8a2a8bb,0,0,19,
Film genel olarak başarılıydı.,4,2024-01-17,1,ead240b3-a10f-4dcf-84ab-931ca8a2a8bb,0,0,50,
Finali etkileyiciydi.,5,2025-12-09,1,57edbe17-0129-436c-9f07-ffc4ffb14f49,0,0,59,
Senaryo daha iyi olabilirdi.,4,2023-05-31,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,0,0,53,
Tekrar izlenebilecek bir yapım.,3,2025-11-06,1,9c564df6-1ac5-4d11-bf20-2ecdbc4a7550,0,0,98,
Finali etkileyiciydi.,1,2025-03-21,1,03ccae2f-cf44-4450-86c0-476c41a7787a,0,0,17,
Finali etkileyiciydi.,2,2025-05-22,1,9e0faad5-9e09-4bb4-a9a6-3964b85d8f19,1,0,37,
Görsel olarak çok başarılıydı.,1,2022-05-02,1,01214202-a38b-4d17-b7cf-13ab7ebe9500,0,0,36,
Beklentimin biraz altında kaldı.,5,2022-04-18,1,91ccf092-b2bc-4a2c-92de-fb3fc020d46c,1,0,62,
Beklentimin biraz altında kaldı.,1,2022-10-10,1,113f100c-7966-4457-8d9a-75fc4ba9d52d,1,0,33,
Tekrar izlenebilecek bir yapım.,4,2023-01-31,1,67f60c3d-e565-4b08-8326-9c9f5a715c07,0,0,57,
Senaryo daha iyi olabilirdi.,3,2025-03-15,1,3cbd50b8-c4a3-4a78-a8b0-185b20e5c1db,1,0,77,
Görsel olarak çok başarılıydı.,3,2025-11-19,1,c13579dc-1718-4f0b-82f8-761172644bdf,0,0,31,
Tekrar izlenebilecek bir yapım.,1,2024-06-06,1,25a7ad3e-118c-4fc4-91a1-1d8505ae8010,1,0,89,
Tekrar izlenebilecek bir yapım.,4,2023-10-04,1,aa25819e-4451-4e02-8a60-7acf267c7522,0,0,60,
Hikâye güçlü ama tempo sorunluydu.,1,2022-05-05,1,e3062dde-337e-4594-806a-887166545641,0,0,83,
Tekrar izlenebilecek bir yapım.,3,2024-05-27,1,91ccf092-b2bc-4a2c-92de-fb3fc020d46c,1,0,31,
Finali etkileyiciydi.,2,2025-05-22,1,a52c0db8-7836-4b1f-a550-d32432150c94,0,0,89,
Oyunculuklar ve atmosfer çok iyiydi.,2,2024-03-11,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,1,0,47,
Bazı sahneler gereksiz uzatılmıştı.,3,2022-12-12,1,6c2cc627-f718-4549-8667-295bf667bf1f,0,0,67,
Beklentimin biraz altında kaldı.,3,2024-04-05,1,53c154e6-cd94-4582-b133-11b82e45af18,0,0,10,
Beklentimin biraz altında kaldı.,1,2025-12-06,1,4ff3fd2e-14f6-407b-95a0-426731fed076,1,0,18,
Hikâye güçlü ama tempo sorunluydu.,5,2024-10-29,1,53c154e6-cd94-4582-b133-11b82e45af18,1,0,42,
Senaryo daha iyi olabilirdi.,1,2025-12-17,1,e773f0d7-8993-4d86-8ea7-bebae41fb02a,0,0,3,
Film genel olarak başarılıydı.,4,2025-01-23,1,03ccae2f-cf44-4450-86c0-476c41a7787a,0,0,37,
Film genel olarak başarılıydı.,5,2022-04-22,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,1,0,52,
Oyunculuklar ve atmosfer çok iyiydi.,1,2025-03-26,1,53c154e6-cd94-4582-b133-11b82e45af18,0,0,12,
Senaryo daha iyi olabilirdi.,3,2024-09-10,1,2d70339b-cbc3-4a8e-9f23-75e76e19dea3,1,0,52,
Senaryo daha iyi olabilirdi.,2,2023-03-22,1,113f100c-7966-4457-8d9a-75fc4ba9d52d,0,0,4,
Hikâye güçlü ama tempo sorunluydu.,1,2025-03-06,1,b4d5eb82-7594-46b6-9ee8-b53134d21583,1,0,54,
Finali etkileyiciydi.,3,2024-11-28,1,01214202-a38b-4d17-b7cf-13ab7ebe9500,0,0,34,
Oyunculuklar ve atmosfer çok iyiydi.,2,2024-11-05,1,3cbd50b8-c4a3-4a78-a8b0-185b20e5c1db,1,0,67,
Görsel olarak çok başarılıydı.,1,2022-12-16,1,8818ee82-8a70-48e1-9802-79330044cd03,0,0,58,
Müzikleri filme ayrı bir hava katmış.,2,2025-04-03,1,7e17a979-6c8e-4f65-90af-0d9f3cbe9b12,0,0,30,
Oyunculuklar ve atmosfer çok iyiydi.,1,2025-07-08,1,8c7e05c2-ce8c-4295-9032-5e595d65e785,0,0,13,
Hikâye güçlü ama tempo sorunluydu.,2,2024-11-23,1,5b38298f-6a39-4326-8464-1f855d70d6f7,0,0,18,
Bazı sahneler gereksiz uzatılmıştı.,4,2024-09-05,1,2836f9aa-ed96-43d5-8eb8-2cb4189bcd9e,0,0,50,
Bazı sahneler gereksiz uzatılmıştı.,4,2025-02-23,1,d2244dd0-a9f9-400f-8f32-0a6572c01fa3,1,0,99,
Tekrar izlenebilecek bir yapım.,4,2023-08-24,1,b0527843-1fcf-44e8-821b-db95484e60dc,0,0,12,
Hikâye güçlü ama tempo sorunluydu.,2,2025-03-24,1,ed67bb21-2df5-4360-8399-28e257eae664,0,0,71,
Tekrar izlenebilecek bir yapım.,5,2022-09-11,1,209635a5-98ef-45de-becf-d898db9fe4f8,1,0,95,
Oyunculuklar ve atmosfer çok iyiydi.,5,2025-10-17,1,9e0faad5-9e09-4bb4-a9a6-3964b85d8f19,0,0,98,
Hikâye güçlü ama tempo sorunluydu.,4,2025-01-11,1,963df7ea-1f4b-4aeb-8596-b4ad5c3f52f9,0,0,36,
Film genel olarak başarılıydı.,1,2022-12-24,1,2d70339b-cbc3-4a8e-9f23-75e76e19dea3,1,0,98,
Film genel olarak başarılıydı.,1,2025-09-22,1,91ccf092-b2bc-4a2c-92de-fb3fc020d46c,0,0,62,
Bazı sahneler gereksiz uzatılmıştı.,2,2025-09-30,1,67f60c3d-e565-4b08-8326-9c9f5a715c07,0,0,92,
Müzikleri filme ayrı bir hava katmış.,2,2022-09-24,1,2907842f-fe98-490b-a795-b79b3389f4a8,0,0,34,
Görsel olarak çok başarılıydı.,2,2025-09-12,1,67f60c3d-e565-4b08-8326-9c9f5a715c07,0,0,28,
Beklentimin biraz altında kaldı.,4,2025-04-07,1,f7884020-21d0-4cd1-b2c9-9cf542d82201,0,0,33,
Bazı sahneler gereksiz uzatılmıştı.,3,2025-09-02,1,c776bb05-f634-4f37-8eef-b5fa56e875db,0,0,49,
Beklentimin biraz altında kaldı.,1,2025-03-21,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,0,0,7,
Görsel olarak çok başarılıydı.,2,2024-06-18,1,ede397c1-f2c3-4b47-ba3e-04980ed5662d,0,0,82,
Bazı sahneler gereksiz uzatılmıştı.,4,2022-07-22,1,45af54d1-4563-47c6-a13b-9e0d5c9b0bcf,0,0,48,
Senaryo daha iyi olabilirdi.,3,2024-03-03,1,67f60c3d-e565-4b08-8326-9c9f5a715c07,0,0,46,
Müzikleri filme ayrı bir hava katmış.,1,2022-04-08,1,01214202-a38b-4d17-b7cf-13ab7ebe9500,0,0,40,
Tekrar izlenebilecek bir yapım.,2,2024-09-24,1,8cff07f3-b6ce-4c0d-8c9d-c33faa35f0f7,1,0,17,
Beklentimin biraz altında kaldı.,1,2024-02-29,1,64fd714b-58e2-4182-8a90-389b489bff33,0,0,97,
Senaryo daha iyi olabilirdi.,4,2025-07-02,1,ead240b3-a10f-4dcf-84ab-931ca8a2a8bb,1,0,15,
Müzikleri filme ayrı bir hava katmış.,5,2024-09-08,1,551afc42-02ff-4e48-b76f-468c3da232b4,0,0,20,
Tekrar izlenebilecek bir yapım.,4,2022-03-28,1,01214202-a38b-4d17-b7cf-13ab7ebe9500,0,0,63,
Hikâye güçlü ama tempo sorunluydu.,3,2023-09-13,1,d2244dd0-a9f9-400f-8f32-0a6572c01fa3,1,0,37,
Tekrar izlenebilecek bir yapım.,2,2022-10-19,1,d8b25938-ad5a-4adb-8047-4a988acac97e,0,0,50,
Senaryo daha iyi olabilirdi.,4,2023-12-25,1,67f60c3d-e565-4b08-8326-9c9f5a715c07,0,0,97,
Oyunculuklar ve atmosfer çok iyiydi.,2,2022-07-07,1,0ec15511-aaba-45e4-a5bf-a2b5107ed792,1,0,43,
Oyunculuklar ve atmosfer çok iyiydi.,5,2023-08-12,1,d99b45e0-52b4-4684-9d0f-a0ec863756b6,1,0,20,
Hikâye güçlü ama tempo sorunluydu.,2,2025-08-18,1,b0527843-1fcf-44e8-821b-db95484e60dc,0,0,88,
Müzikleri filme ayrı bir hava katmış.,5,2023-10-27,1,5b38298f-6a39-4326-8464-1f855d70d6f7,0,0,16,
Finali etkileyiciydi.,5,2024-08-31,1,66e3688d-0f76-48e8-9388-9bb239237bb9,0,0,54,
Finali etkileyiciydi.,2,2025-10-27,1,2907842f-fe98-490b-a795-b79b3389f4a8,0,0,36,
Bazı sahneler gereksiz uzatılmıştı.,2,2025-12-09,1,67f60c3d-e565-4b08-8326-9c9f5a715c07,0,0,5,
Görsel olarak çok başarılıydı.,3,2024-09-06,1,ede397c1-f2c3-4b47-ba3e-04980ed5662d,0,0,90,
Hikâye güçlü ama tempo sorunluydu.,2,2024-12-05,1,99ac3066-6d2a-448f-bba2-d6e1a30f1e64,0,0,77,
Oyunculuklar ve atmosfer çok iyiydi.,3,2022-01-26,1,ed67bb21-2df5-4360-8399-28e257eae664,1,0,97,
Senaryo daha iyi olabilirdi.,4,2022-05-02,1,0ec15511-aaba-45e4-a5bf-a2b5107ed792,0,0,33,
Müzikleri filme ayrı bir hava katmış.,4,2024-10-04,1,53c154e6-cd94-4582-b133-11b82e45af18,0,0,60,
Film genel olarak başarılıydı.,4,2025-10-28,1,64fd714b-58e2-4182-8a90-389b489bff33,0,0,7,
Görsel olarak çok başarılıydı.,5,2024-09-24,1,03ccae2f-cf44-4450-86c0-476c41a7787a,0,0,73,
Bazı sahneler gereksiz uzatılmıştı.,2,2022-11-01,1,e773f0d7-8993-4d86-8ea7-bebae41fb02a,1,0,75,
Bazı sahneler gereksiz uzatılmıştı.,3,2023-06-06,1,87ba1084-b0c0-4804-9ea8-acfdf36f348f,0,0,52,
Müzikleri filme ayrı bir hava katmış.,2,2022-04-20,1,9126fda7-5958-4835-abf9-0054ca0074a6,0,0,37,
Oyunculuklar ve atmosfer çok iyiydi.,2,2023-08-02,1,2907842f-fe98-490b-a795-b79b3389f4a8,1,0,19,
Bazı sahneler gereksiz uzatılmıştı.,4,2024-10-25,1,ede397c1-f2c3-4b47-ba3e-04980ed5662d,1,0,83,
